Jurisdiction,Value,Race/ ethnicity,Year,Measure
Carroll,,Black Non-Hispanic,2014,Infant Mortality Rate
Cecil,,Black Non-Hispanic,2014,Infant Mortality Rate
Charles,8.6,Black Non-Hispanic,2014,Infant Mortality Rate
Dorchester,,Black Non-Hispanic,2014,Infant Mortality Rate
Frederick,,Black Non-Hispanic,2014,Infant Mortality Rate
Garrett,,Black Non-Hispanic,2014,Infant Mortality Rate
Harford,,Black Non-Hispanic,2014,Infant Mortality Rate
Howard,7.8,Black Non-Hispanic,2014,Infant Mortality Rate
Kent,,Black Non-Hispanic,2014,Infant Mortality Rate
Montgomery,7.8,Black Non-Hispanic,2014,Infant Mortality Rate
Prince George's,8.2,Black Non-Hispanic,2014,Infant Mortality Rate
Queen Anne's,,Black Non-Hispanic,2014,Infant Mortality Rate
Saint Mary's,24,Black Non-Hispanic,2014,Infant Mortality Rate
Somerset,,Black Non-Hispanic,2014,Infant Mortality Rate
Talbot,,Black Non-Hispanic,2014,Infant Mortality Rate
Washington,,Black Non-Hispanic,2014,Infant Mortality Rate
Wicomico,13.7,Black Non-Hispanic,2014,Infant Mortality Rate
Worcester,,Black Non-Hispanic,2014,Infant Mortality Rate
State,4.4,Hispanic,2014,Infant Mortality Rate
Allegany,,Hispanic,2014,Infant Mortality Rate
Anne Arundel,,Hispanic,2014,Infant Mortality Rate
Baltimore City,7.6,Hispanic,2014,Infant Mortality Rate
Baltimore County,,Hispanic,2014,Infant Mortality Rate
Calvert,,Hispanic,2014,Infant Mortality Rate
Caroline,,Hispanic,2014,Infant Mortality Rate
Carroll,,Hispanic,2014,Infant Mortality Rate
Cecil,,Hispanic,2014,Infant Mortality Rate
Charles,,Hispanic,2014,Infant Mortality Rate
Dorchester,,Hispanic,2014,Infant Mortality Rate
Frederick,,Hispanic,2014,Infant Mortality Rate
Garrett,,Hispanic,2014,Infant Mortality Rate
Harford,,Hispanic,2014,Infant Mortality Rate
Howard,,Hispanic,2014,Infant Mortality Rate
Kent,,Hispanic,2014,Infant Mortality Rate
Montgomery,4.4,Hispanic,2014,Infant Mortality Rate
Prince George's,5.2,Hispanic,2014,Infant Mortality Rate
Queen Anne's,,Hispanic,2014,Infant Mortality Rate
Saint Mary's,,Hispanic,2014,Infant Mortality Rate
Somerset,,Hispanic,2014,Infant Mortality Rate
Talbot,,Hispanic,2014,Infant Mortality Rate
Washington,,Hispanic,2014,Infant Mortality Rate
Wicomico,,Hispanic,2014,Infant Mortality Rate
Worcester,,Hispanic,2014,Infant Mortality Rate
State,4.4,White Non-Hispanic,2014,Infant Mortality Rate
Allegany,8,White Non-Hispanic,2014,Infant Mortality Rate
Anne Arundel,3.8,White Non-Hispanic,2014,Infant Mortality Rate
Baltimore City,7,White Non-Hispanic,2014,Infant Mortality Rate
Baltimore County,3.2,White Non-Hispanic,2014,Infant Mortality Rate
Calvert,,White Non-Hispanic,2014,Infant Mortality Rate
Caroline,,White Non-Hispanic,2014,Infant Mortality Rate
Carroll,3.5,White Non-Hispanic,2014,Infant Mortality Rate
Cecil,,White Non-Hispanic,2014,Infant Mortality Rate
Charles,,White Non-Hispanic,2014,Infant Mortality Rate
Dorchester,,White Non-Hispanic,2014,Infant Mortality Rate
Frederick,5.2,White Non-Hispanic,2014,Infant Mortality Rate
Garrett,,White Non-Hispanic,2014,Infant Mortality Rate
Harford,5.4,White Non-Hispanic,2014,Infant Mortality Rate
Howard,,White Non-Hispanic,2014,Infant Mortality Rate
Kent,,White Non-Hispanic,2014,Infant Mortality Rate
Montgomery,3.5,White Non-Hispanic,2014,Infant Mortality Rate
Prince George's,,White Non-Hispanic,2014,Infant Mortality Rate
Queen Anne's,,White Non-Hispanic,2014,Infant Mortality Rate
Saint Mary's,,White Non-Hispanic,2014,Infant Mortality Rate
Somerset,,White Non-Hispanic,2014,Infant Mortality Rate
Talbot,,White Non-Hispanic,2014,Infant Mortality Rate
Washington,4.9,White Non-Hispanic,2014,Infant Mortality Rate
Wicomico,8,White Non-Hispanic,2014,Infant Mortality Rate
Worcester,,White Non-Hispanic,2014,Infant Mortality Rate
State,6.6,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Allegany,8.9,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Anne Arundel,5.6,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Baltimore City,10.3,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Baltimore County,6.4,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Calvert,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Caroline,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Carroll,4.5,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Cecil,6.3,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Charles,7.8,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Dorchester,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Frederick,4.8,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Garrett,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Harford,5.2,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Howard,4.7,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Kent,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Montgomery,4.7,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Prince George's,7.8,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Queen Anne's,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Saint Mary's,5.9,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Somerset,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Talbot,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Washington,5.3,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Wicomico,10.3,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
Worcester,,All races/ ethnicities (aggregated),2013,Infant Mortality Rate
State,10.6,Black Non-Hispanic,2013,Infant Mortality Rate
Allegany,,Black Non-Hispanic,2013,Infant Mortality Rate
Anne Arundel,10.8,Black Non-Hispanic,2013,Infant Mortality Rate
Baltimore City,12.6,Black Non-Hispanic,2013,Infant Mortality Rate
Baltimore County,8.3,Black Non-Hispanic,2013,Infant Mortality Rate
Calvert,,Black Non-Hispanic,2013,Infant Mortality Rate
Caroline,,Black Non-Hispanic,2013,Infant Mortality Rate
Carroll,,Black Non-Hispanic,2013,Infant Mortality Rate
Cecil,,Black Non-Hispanic,2013,Infant Mortality Rate
Charles,7.3,Black Non-Hispanic,2013,Infant Mortality Rate
Dorchester,,Black Non-Hispanic,2013,Infant Mortality Rate
Frederick,,Black Non-Hispanic,2013,Infant Mortality Rate
Garrett,,Black Non-Hispanic,2013,Infant Mortality Rate
Harford,13.4,Black Non-Hispanic,2013,Infant Mortality Rate
Howard,13.7,Black Non-Hispanic,2013,Infant Mortality Rate
Kent,,Black Non-Hispanic,2013,Infant Mortality Rate
Montgomery,9.9,Black Non-Hispanic,2013,Infant Mortality Rate
Prince George's,8.7,Black Non-Hispanic,2013,Infant Mortality Rate
Queen Anne's,,Black Non-Hispanic,2013,Infant Mortality Rate
Saint Mary's,,Black Non-Hispanic,2013,Infant Mortality Rate
Somerset,,Black Non-Hispanic,2013,Infant Mortality Rate
Talbot,,Black Non-Hispanic,2013,Infant Mortality Rate
Washington,,Black Non-Hispanic,2013,Infant Mortality Rate
Wicomico,23.1,Black Non-Hispanic,2013,Infant Mortality Rate
Worcester,,Black Non-Hispanic,2013,Infant Mortality Rate
State,4.7,Hispanic,2013,Infant Mortality Rate
Allegany,,Hispanic,2013,Infant Mortality Rate
Anne Arundel,7.3,Hispanic,2013,Infant Mortality Rate
Baltimore City,,Hispanic,2013,Infant Mortality Rate
Baltimore County,,Hispanic,2013,Infant Mortality Rate
Calvert,,Hispanic,2013,Infant Mortality Rate
Caroline,,Hispanic,2013,Infant Mortality Rate
Carroll,,Hispanic,2013,Infant Mortality Rate
Cecil,,Hispanic,2013,Infant Mortality Rate
Charles,,Hispanic,2013,Infant Mortality Rate
Dorchester,,Hispanic,2013,Infant Mortality Rate
Frederick,,Hispanic,2013,Infant Mortality Rate
Garrett,,Hispanic,2013,Infant Mortality Rate
Harford,,Hispanic,2013,Infant Mortality Rate
Howard,,Hispanic,2013,Infant Mortality Rate
Kent,,Hispanic,2013,Infant Mortality Rate
Montgomery,2.6,Hispanic,2013,Infant Mortality Rate
Prince George's,6.9,Hispanic,2013,Infant Mortality Rate
Queen Anne's,,Hispanic,2013,Infant Mortality Rate
Saint Mary's,,Hispanic,2013,Infant Mortality Rate
Somerset,,Hispanic,2013,Infant Mortality Rate
Talbot,,Hispanic,2013,Infant Mortality Rate
Washington,,Hispanic,2013,Infant Mortality Rate
Wicomico,,Hispanic,2013,Infant Mortality Rate
Worcester,,Hispanic,2013,Infant Mortality Rate
State,4.6,White Non-Hispanic,2013,Infant Mortality Rate
Allegany,,White Non-Hispanic,2013,Infant Mortality Rate
Anne Arundel,3.9,White Non-Hispanic,2013,Infant Mortality Rate
Baltimore City,7.7,White Non-Hispanic,2013,Infant Mortality Rate
Baltimore County,5.6,White Non-Hispanic,2013,Infant Mortality Rate
Calvert,,White Non-Hispanic,2013,Infant Mortality Rate
Caroline,,White Non-Hispanic,2013,Infant Mortality Rate
Carroll,3.6,White Non-Hispanic,2013,Infant Mortality Rate
Cecil,5.1,White Non-Hispanic,2013,Infant Mortality Rate
Charles,8.1,White Non-Hispanic,2013,Infant Mortality Rate
Dorchester,,White Non-Hispanic,2013,Infant Mortality Rate
Frederick,4.7,White Non-Hispanic,2013,Infant Mortality Rate
Garrett,,White Non-Hispanic,2013,Infant Mortality Rate
Harford,3.5,White Non-Hispanic,2013,Infant Mortality Rate
Howard,3.1,White Non-Hispanic,2013,Infant Mortality Rate
Kent,,White Non-Hispanic,2013,Infant Mortality Rate
Montgomery,3.5,White Non-Hispanic,2013,Infant Mortality Rate
Prince George's,5.1,White Non-Hispanic,2013,Infant Mortality Rate
Queen Anne's,,White Non-Hispanic,2013,Infant Mortality Rate
Saint Mary's,,White Non-Hispanic,2013,Infant Mortality Rate
Somerset,,White Non-Hispanic,2013,Infant Mortality Rate
Talbot,,White Non-Hispanic,2013,Infant Mortality Rate
Washington,,White Non-Hispanic,2013,Infant Mortality Rate
Wicomico,,White Non-Hispanic,2013,Infant Mortality Rate
Worcester,,White Non-Hispanic,2013,Infant Mortality Rate
State,6.3,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Allegany,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Anne Arundel,6.4,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Baltimore City,9.7,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Baltimore County,5.3,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Calvert,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Caroline,13.6,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Carroll,3.7,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Cecil,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Charles,3.6,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Dorchester,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Frederick,4.4,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Garrett,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Harford,5.3,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Howard,4.9,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Kent,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Montgomery,5.1,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Prince George's,8.6,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Queen Anne's,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Saint Mary's,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Somerset,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Talbot,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Washington,4,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Wicomico,10.8,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
Worcester,,All races/ ethnicities (aggregated),2012,Infant Mortality Rate
State,10.4,Black Non-Hispanic,2012,Infant Mortality Rate
Allegany,,Black Non-Hispanic,2012,Infant Mortality Rate
Anne Arundel,8.4,Black Non-Hispanic,2012,Infant Mortality Rate
Baltimore City,12.7,Black Non-Hispanic,2012,Infant Mortality Rate
Baltimore County,9.6,Black Non-Hispanic,2012,Infant Mortality Rate
Calvert,,Black Non-Hispanic,2012,Infant Mortality Rate
Caroline,,Black Non-Hispanic,2012,Infant Mortality Rate
Carroll,,Black Non-Hispanic,2012,Infant Mortality Rate
Cecil,,Black Non-Hispanic,2012,Infant Mortality Rate
Charles,6.8,Black Non-Hispanic,2012,Infant Mortality Rate
Dorchester,,Black Non-Hispanic,2012,Infant Mortality Rate
Frederick,,Black Non-Hispanic,2012,Infant Mortality Rate
Garrett,,Black Non-Hispanic,2012,Infant Mortality Rate
Harford,17.2,Black Non-Hispanic,2012,Infant Mortality Rate
Howard,,Black Non-Hispanic,2012,Infant Mortality Rate
Kent,,Black Non-Hispanic,2012,Infant Mortality Rate
Montgomery,8,Black Non-Hispanic,2012,Infant Mortality Rate
Prince George's,9.6,Black Non-Hispanic,2012,Infant Mortality Rate
Queen Anne's,,Black Non-Hispanic,2012,Infant Mortality Rate
Saint Mary's,,Black Non-Hispanic,2012,Infant Mortality Rate
Somerset,,Black Non-Hispanic,2012,Infant Mortality Rate
Talbot,,Black Non-Hispanic,2012,Infant Mortality Rate
Washington,,Black Non-Hispanic,2012,Infant Mortality Rate
Wicomico,25.2,Black Non-Hispanic,2012,Infant Mortality Rate
Worcester,,Black Non-Hispanic,2012,Infant Mortality Rate
State,5.5,Hispanic,2012,Infant Mortality Rate
Allegany,,Hispanic,2012,Infant Mortality Rate
Anne Arundel,7.7,Hispanic,2012,Infant Mortality Rate
Baltimore City,,Hispanic,2012,Infant Mortality Rate
Baltimore County,,Hispanic,2012,Infant Mortality Rate
Calvert,,Hispanic,2012,Infant Mortality Rate
Caroline,,Hispanic,2012,Infant Mortality Rate
Carroll,,Hispanic,2012,Infant Mortality Rate
Cecil,,Hispanic,2012,Infant Mortality Rate
Charles,,Hispanic,2012,Infant Mortality Rate
Dorchester,,Hispanic,2012,Infant Mortality Rate
Frederick,,Hispanic,2012,Infant Mortality Rate
Garrett,,Hispanic,2012,Infant Mortality Rate
Harford,,Hispanic,2012,Infant Mortality Rate
Howard,,Hispanic,2012,Infant Mortality Rate
Kent,,Hispanic,2012,Infant Mortality Rate
Montgomery,4.3,Hispanic,2012,Infant Mortality Rate
Prince George's,8.8,Hispanic,2012,Infant Mortality Rate
Queen Anne's,,Hispanic,2012,Infant Mortality Rate
Saint Mary's,,Hispanic,2012,Infant Mortality Rate
Somerset,,Hispanic,2012,Infant Mortality Rate
Talbot,,Hispanic,2012,Infant Mortality Rate
Washington,,Hispanic,2012,Infant Mortality Rate
Wicomico,,Hispanic,2012,Infant Mortality Rate
Worcester,,Hispanic,2012,Infant Mortality Rate
State,3.8,White Non-Hispanic,2012,Infant Mortality Rate
Allegany,,White Non-Hispanic,2012,Infant Mortality Rate
Anne Arundel,5.3,White Non-Hispanic,2012,Infant Mortality Rate
Baltimore City,3.3,White Non-Hispanic,2012,Infant Mortality Rate
Baltimore County,3.6,White Non-Hispanic,2012,Infant Mortality Rate
Calvert,,White Non-Hispanic,2012,Infant Mortality Rate
Caroline,,White Non-Hispanic,2012,Infant Mortality Rate
Carroll,,White Non-Hispanic,2012,Infant Mortality Rate
Cecil,,White Non-Hispanic,2012,Infant Mortality Rate
Charles,,White Non-Hispanic,2012,Infant Mortality Rate
Dorchester,,White Non-Hispanic,2012,Infant Mortality Rate
Frederick,5.1,White Non-Hispanic,2012,Infant Mortality Rate
Garrett,,White Non-Hispanic,2012,Infant Mortality Rate
Harford,3.5,White Non-Hispanic,2012,Infant Mortality Rate
Howard,3.6,White Non-Hispanic,2012,Infant Mortality Rate
Kent,,White Non-Hispanic,2012,Infant Mortality Rate
Montgomery,4.4,White Non-Hispanic,2012,Infant Mortality Rate
Prince George's,,White Non-Hispanic,2012,Infant Mortality Rate
Queen Anne's,,White Non-Hispanic,2012,Infant Mortality Rate
Saint Mary's,,White Non-Hispanic,2012,Infant Mortality Rate
Somerset,,White Non-Hispanic,2012,Infant Mortality Rate
Talbot,,White Non-Hispanic,2012,Infant Mortality Rate
Washington,,White Non-Hispanic,2012,Infant Mortality Rate
Wicomico,,White Non-Hispanic,2012,Infant Mortality Rate
Worcester,,White Non-Hispanic,2012,Infant Mortality Rate
State,6.7,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Allegany,7.7,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Anne Arundel,5.1,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Baltimore City,10.5,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Baltimore County,6.3,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Calvert,7.3,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Caroline,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Carroll,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Cecil,8.8,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Charles,8.2,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Dorchester,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Frederick,3.6,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Garrett,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Harford,3.7,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Howard,4.7,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Kent,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Montgomery,5.3,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Prince George's,9.5,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Queen Anne's,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Saint Mary's,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Somerset,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Talbot,22.2,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Washington,,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Wicomico,7.7,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
Worcester,10.6,All races/ ethnicities (aggregated),2011,Infant Mortality Rate
State,12.2,Black Non-Hispanic,2011,Infant Mortality Rate
Allegany,,Black Non-Hispanic,2011,Infant Mortality Rate
Anne Arundel,13.4,Black Non-Hispanic,2011,Infant Mortality Rate
Baltimore City,14.6,Black Non-Hispanic,2011,Infant Mortality Rate
Baltimore County,12.9,Black Non-Hispanic,2011,Infant Mortality Rate
Calvert,,Black Non-Hispanic,2011,Infant Mortality Rate
Caroline,,Black Non-Hispanic,2011,Infant Mortality Rate
Carroll,,Black Non-Hispanic,2011,Infant Mortality Rate
Cecil,,Black Non-Hispanic,2011,Infant Mortality Rate
Charles,13.8,Black Non-Hispanic,2011,Infant Mortality Rate
Dorchester,,Black Non-Hispanic,2011,Infant Mortality Rate
Frederick,17.2,Black Non-Hispanic,2011,Infant Mortality Rate
Garrett,,Black Non-Hispanic,2011,Infant Mortality Rate
Harford,11.1,Black Non-Hispanic,2011,Infant Mortality Rate
Howard,,Black Non-Hispanic,2011,Infant Mortality Rate
Kent,,Black Non-Hispanic,2011,Infant Mortality Rate
Montgomery,10.4,Black Non-Hispanic,2011,Infant Mortality Rate
Prince George's,10.7,Black Non-Hispanic,2011,Infant Mortality Rate
Queen Anne's,,Black Non-Hispanic,2011,Infant Mortality Rate
Saint Mary's,,Black Non-Hispanic,2011,Infant Mortality Rate
Somerset,,Black Non-Hispanic,2011,Infant Mortality Rate
Talbot,,Black Non-Hispanic,2011,Infant Mortality Rate
Washington,,Black Non-Hispanic,2011,Infant Mortality Rate
Wicomico,10.8,Black Non-Hispanic,2011,Infant Mortality Rate
Worcester,,Black Non-Hispanic,2011,Infant Mortality Rate
State,3,Hispanic,2011,Infant Mortality Rate
Allegany,,Hispanic,2011,Infant Mortality Rate
Anne Arundel,,Hispanic,2011,Infant Mortality Rate
Baltimore City,,Hispanic,2011,Infant Mortality Rate
Baltimore County,,Hispanic,2011,Infant Mortality Rate
Calvert,,Hispanic,2011,Infant Mortality Rate
Caroline,,Hispanic,2011,Infant Mortality Rate
Carroll,,Hispanic,2011,Infant Mortality Rate
Cecil,,Hispanic,2011,Infant Mortality Rate
Charles,,Hispanic,2011,Infant Mortality Rate
Dorchester,,Hispanic,2011,Infant Mortality Rate
Frederick,,Hispanic,2011,Infant Mortality Rate
Garrett,,Hispanic,2011,Infant Mortality Rate
Harford,,Hispanic,2011,Infant Mortality Rate
Howard,,Hispanic,2011,Infant Mortality Rate
Kent,,Hispanic,2011,Infant Mortality Rate
Montgomery,2.5,Hispanic,2011,Infant Mortality Rate
Prince George's,5.4,Hispanic,2011,Infant Mortality Rate
Queen Anne's,,Hispanic,2011,Infant Mortality Rate
Saint Mary's,,Hispanic,2011,Infant Mortality Rate
Somerset,,Hispanic,2011,Infant Mortality Rate
Talbot,,Hispanic,2011,Infant Mortality Rate
Washington,,Hispanic,2011,Infant Mortality Rate
Wicomico,,Hispanic,2011,Infant Mortality Rate
Worcester,,Hispanic,2011,Infant Mortality Rate
State,4.3,White Non-Hispanic,2011,Infant Mortality Rate
Allegany,,White Non-Hispanic,2011,Infant Mortality Rate
Anne Arundel,4.1,White Non-Hispanic,2011,Infant Mortality Rate
Baltimore City,4,White Non-Hispanic,2011,Infant Mortality Rate
Baltimore County,3.9,White Non-Hispanic,2011,Infant Mortality Rate
Calvert,7.8,White Non-Hispanic,2011,Infant Mortality Rate
Caroline,,White Non-Hispanic,2011,Infant Mortality Rate
Carroll,,White Non-Hispanic,2011,Infant Mortality Rate
Cecil,10,White Non-Hispanic,2011,Infant Mortality Rate
Charles,,White Non-Hispanic,2011,Infant Mortality Rate
Dorchester,,White Non-Hispanic,2011,Infant Mortality Rate
Frederick,,White Non-Hispanic,2011,Infant Mortality Rate
Garrett,,White Non-Hispanic,2011,Infant Mortality Rate
Harford,2.4,White Non-Hispanic,2011,Infant Mortality Rate
Howard,4.1,White Non-Hispanic,2011,Infant Mortality Rate
Kent,,White Non-Hispanic,2011,Infant Mortality Rate
Montgomery,3.5,White Non-Hispanic,2011,Infant Mortality Rate
Prince George's,14.1,White Non-Hispanic,2011,Infant Mortality Rate
Queen Anne's,,White Non-Hispanic,2011,Infant Mortality Rate
Saint Mary's,,White Non-Hispanic,2011,Infant Mortality Rate
Somerset,,White Non-Hispanic,2011,Infant Mortality Rate
Talbot,,White Non-Hispanic,2011,Infant Mortality Rate
Washington,,White Non-Hispanic,2011,Infant Mortality Rate
Wicomico,,White Non-Hispanic,2011,Infant Mortality Rate
Worcester,,White Non-Hispanic,2011,Infant Mortality Rate
State,6.7,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Allegany,6.8,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Anne Arundel,4.7,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Baltimore City,11,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Baltimore County,6.7,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Calvert,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Caroline,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Carroll,5,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Cecil,5.9,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Charles,5.6,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Dorchester,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Frederick,3.2,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Garrett,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Harford,5.5,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Howard,6.8,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Kent,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Montgomery,4.3,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Prince George's,9,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Queen Anne's,10.3,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Saint Mary's,7.6,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Somerset,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Talbot,,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Washington,6.2,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Wicomico,5.6,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
Worcester,16.7,All races/ ethnicities (aggregated),2010,Infant Mortality Rate
State,12,Black Non-Hispanic,2010,Infant Mortality Rate
Allegany,,Black Non-Hispanic,2010,Infant Mortality Rate
Anne Arundel,10.4,Black Non-Hispanic,2010,Infant Mortality Rate
Baltimore City,14.8,Black Non-Hispanic,2010,Infant Mortality Rate
Baltimore County,11.8,Black Non-Hispanic,2010,Infant Mortality Rate
Calvert,,Black Non-Hispanic,2010,Infant Mortality Rate
Caroline,,Black Non-Hispanic,2010,Infant Mortality Rate
Carroll,,Black Non-Hispanic,2010,Infant Mortality Rate
Cecil,,Black Non-Hispanic,2010,Infant Mortality Rate
Charles,6.1,Black Non-Hispanic,2010,Infant Mortality Rate
Dorchester,,Black Non-Hispanic,2010,Infant Mortality Rate
Frederick,,Black Non-Hispanic,2010,Infant Mortality Rate
Garrett,,Black Non-Hispanic,2010,Infant Mortality Rate
Harford,,Black Non-Hispanic,2010,Infant Mortality Rate
Howard,19.7,Black Non-Hispanic,2010,Infant Mortality Rate
Kent,,Black Non-Hispanic,2010,Infant Mortality Rate
Montgomery,7.2,Black Non-Hispanic,2010,Infant Mortality Rate
Prince George's,11.5,Black Non-Hispanic,2010,Infant Mortality Rate
Queen Anne's,,Black Non-Hispanic,2010,Infant Mortality Rate
Saint Mary's,,Black Non-Hispanic,2010,Infant Mortality Rate
Somerset,,Black Non-Hispanic,2010,Infant Mortality Rate
Talbot,,Black Non-Hispanic,2010,Infant Mortality Rate
Washington,26,Black Non-Hispanic,2010,Infant Mortality Rate
Wicomico,,Black Non-Hispanic,2010,Infant Mortality Rate
Worcester,,Black Non-Hispanic,2010,Infant Mortality Rate
State,4.1,Hispanic,2010,Infant Mortality Rate
Allegany,,Hispanic,2010,Infant Mortality Rate
Anne Arundel,8.5,Hispanic,2010,Infant Mortality Rate
Baltimore City,,Hispanic,2010,Infant Mortality Rate
Baltimore County,,Hispanic,2010,Infant Mortality Rate
Calvert,,Hispanic,2010,Infant Mortality Rate
Caroline,,Hispanic,2010,Infant Mortality Rate
Carroll,,Hispanic,2010,Infant Mortality Rate
Cecil,,Hispanic,2010,Infant Mortality Rate
Charles,,Hispanic,2010,Infant Mortality Rate
Dorchester,,Hispanic,2010,Infant Mortality Rate
Frederick,,Hispanic,2010,Infant Mortality Rate
Garrett,,Hispanic,2010,Infant Mortality Rate
Harford,,Hispanic,2010,Infant Mortality Rate
Howard,,Hispanic,2010,Infant Mortality Rate
Kent,,Hispanic,2010,Infant Mortality Rate
Montgomery,3.7,Hispanic,2010,Infant Mortality Rate
Prince George's,3.5,Hispanic,2010,Infant Mortality Rate
Queen Anne's,,Hispanic,2010,Infant Mortality Rate
Saint Mary's,,Hispanic,2010,Infant Mortality Rate
Somerset,,Hispanic,2010,Infant Mortality Rate
Talbot,,Hispanic,2010,Infant Mortality Rate
