Jurisdiction,Value,Race/ ethnicity,Year,Measure
Prince George's,9.2,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Queen Anne's,5.1,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Saint Mary's,7.7,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Somerset,9.6,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Talbot,7.2,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Washington,9,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Wicomico,9.3,All races/ ethnicities (aggregated),2014,Babies with low birth weight
Worcester,8.2,All races/ ethnicities (aggregated),2014,Babies with low birth weight
State,12.1,Black Non-Hispanic,2014,Babies with low birth weight
Allegany,,Black Non-Hispanic,2014,Babies with low birth weight
Anne Arundel,13.8,Black Non-Hispanic,2014,Babies with low birth weight
Baltimore City,13.9,Black Non-Hispanic,2014,Babies with low birth weight
Baltimore County,12.4,Black Non-Hispanic,2014,Babies with low birth weight
Calvert,11.2,Black Non-Hispanic,2014,Babies with low birth weight
Caroline,17.9,Black Non-Hispanic,2014,Babies with low birth weight
Carroll,,Black Non-Hispanic,2014,Babies with low birth weight
Cecil,6.8,Black Non-Hispanic,2014,Babies with low birth weight
Charles,9.7,Black Non-Hispanic,2014,Babies with low birth weight
Dorchester,16.9,Black Non-Hispanic,2014,Babies with low birth weight
Frederick,10.5,Black Non-Hispanic,2014,Babies with low birth weight
Garrett,,Black Non-Hispanic,2014,Babies with low birth weight
Harford,10.4,Black Non-Hispanic,2014,Babies with low birth weight
Howard,10.2,Black Non-Hispanic,2014,Babies with low birth weight
Kent,39.3,Black Non-Hispanic,2014,Babies with low birth weight
Montgomery,11.3,Black Non-Hispanic,2014,Babies with low birth weight
Prince George's,11,Black Non-Hispanic,2014,Babies with low birth weight
Queen Anne's,,Black Non-Hispanic,2014,Babies with low birth weight
Saint Mary's,16.8,Black Non-Hispanic,2014,Babies with low birth weight
Somerset,16.3,Black Non-Hispanic,2014,Babies with low birth weight
Talbot,9.6,Black Non-Hispanic,2014,Babies with low birth weight
Washington,13.3,Black Non-Hispanic,2014,Babies with low birth weight
Wicomico,13,Black Non-Hispanic,2014,Babies with low birth weight
Worcester,12.5,Black Non-Hispanic,2014,Babies with low birth weight
State,7.3,Hispanic,2014,Babies with low birth weight
Allegany,,Hispanic,2014,Babies with low birth weight
Anne Arundel,6.9,Hispanic,2014,Babies with low birth weight
Baltimore City,8.1,Hispanic,2014,Babies with low birth weight
Baltimore County,8,Hispanic,2014,Babies with low birth weight
Calvert,,Hispanic,2014,Babies with low birth weight
Caroline,,Hispanic,2014,Babies with low birth weight
Carroll,6.8,Hispanic,2014,Babies with low birth weight
Cecil,,Hispanic,2014,Babies with low birth weight
Charles,,Hispanic,2014,Babies with low birth weight
Dorchester,,Hispanic,2014,Babies with low birth weight
Frederick,9.4,Hispanic,2014,Babies with low birth weight
Garrett,,Hispanic,2014,Babies with low birth weight
Harford,6.6,Hispanic,2014,Babies with low birth weight
Howard,6.3,Hispanic,2014,Babies with low birth weight
Kent,,Hispanic,2014,Babies with low birth weight
Montgomery,7.3,Hispanic,2014,Babies with low birth weight
Prince George's,7.1,Hispanic,2014,Babies with low birth weight
Queen Anne's,,Hispanic,2014,Babies with low birth weight
Saint Mary's,5.2,Hispanic,2014,Babies with low birth weight
Somerset,,Hispanic,2014,Babies with low birth weight
Talbot,,Hispanic,2014,Babies with low birth weight
Washington,12.7,Hispanic,2014,Babies with low birth weight
Wicomico,7.5,Hispanic,2014,Babies with low birth weight
Worcester,,Hispanic,2014,Babies with low birth weight
State,6.6,White Non-Hispanic,2014,Babies with low birth weight
Allegany,7.2,White Non-Hispanic,2014,Babies with low birth weight
Anne Arundel,6.9,White Non-Hispanic,2014,Babies with low birth weight
Baltimore City,7.2,White Non-Hispanic,2014,Babies with low birth weight
Baltimore County,7.2,White Non-Hispanic,2014,Babies with low birth weight
Calvert,6.2,White Non-Hispanic,2014,Babies with low birth weight
Caroline,7.8,White Non-Hispanic,2014,Babies with low birth weight
Carroll,6.1,White Non-Hispanic,2014,Babies with low birth weight
Cecil,5.5,White Non-Hispanic,2014,Babies with low birth weight
Charles,5.3,White Non-Hispanic,2014,Babies with low birth weight
Dorchester,6.6,White Non-Hispanic,2014,Babies with low birth weight
Frederick,6.5,White Non-Hispanic,2014,Babies with low birth weight
Garrett,10.5,White Non-Hispanic,2014,Babies with low birth weight
Harford,6.8,White Non-Hispanic,2014,Babies with low birth weight
Howard,6.5,White Non-Hispanic,2014,Babies with low birth weight
Kent,6.1,White Non-Hispanic,2014,Babies with low birth weight
Montgomery,5.8,White Non-Hispanic,2014,Babies with low birth weight
Prince George's,5.3,White Non-Hispanic,2014,Babies with low birth weight
Queen Anne's,5.3,White Non-Hispanic,2014,Babies with low birth weight
Saint Mary's,5.9,White Non-Hispanic,2014,Babies with low birth weight
Somerset,5.5,White Non-Hispanic,2014,Babies with low birth weight
Talbot,7.8,White Non-Hispanic,2014,Babies with low birth weight
Washington,8.3,White Non-Hispanic,2014,Babies with low birth weight
Wicomico,7.2,White Non-Hispanic,2014,Babies with low birth weight
Worcester,7.8,White Non-Hispanic,2014,Babies with low birth weight
State,8.5,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Allegany,9.8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Anne Arundel,7.5,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Baltimore City,11.9,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Baltimore County,8.5,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Calvert,8.7,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Caroline,6.6,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Carroll,7.3,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Cecil,6.9,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Charles,8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Dorchester,9.8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Frederick,7.4,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Garrett,7.6,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Harford,6.8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Howard,7.8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Kent,8.6,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Montgomery,7.5,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Prince George's,9.4,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Queen Anne's,5.5,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Saint Mary's,6.3,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Somerset,5.3,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Talbot,8.7,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Washington,6.8,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Wicomico,8.1,All races/ ethnicities (aggregated),2013,Babies with low birth weight
Worcester,5.1,All races/ ethnicities (aggregated),2013,Babies with low birth weight
State,12,Black Non-Hispanic,2013,Babies with low birth weight
Allegany,,Black Non-Hispanic,2013,Babies with low birth weight
Anne Arundel,12.3,Black Non-Hispanic,2013,Babies with low birth weight
Baltimore City,14.5,Black Non-Hispanic,2013,Babies with low birth weight
Baltimore County,11.9,Black Non-Hispanic,2013,Babies with low birth weight
Calvert,15,Black Non-Hispanic,2013,Babies with low birth weight
Caroline,,Black Non-Hispanic,2013,Babies with low birth weight
Carroll,14.6,Black Non-Hispanic,2013,Babies with low birth weight
Cecil,13.9,Black Non-Hispanic,2013,Babies with low birth weight
Charles,10.4,Black Non-Hispanic,2013,Babies with low birth weight
Dorchester,16.4,Black Non-Hispanic,2013,Babies with low birth weight
Frederick,13.1,Black Non-Hispanic,2013,Babies with low birth weight
Garrett,,Black Non-Hispanic,2013,Babies with low birth weight
Harford,12.1,Black Non-Hispanic,2013,Babies with low birth weight
Howard,11.1,Black Non-Hispanic,2013,Babies with low birth weight
Kent,14.6,Black Non-Hispanic,2013,Babies with low birth weight
Montgomery,9.8,Black Non-Hispanic,2013,Babies with low birth weight
Prince George's,11.3,Black Non-Hispanic,2013,Babies with low birth weight
Queen Anne's,,Black Non-Hispanic,2013,Babies with low birth weight
Saint Mary's,11.7,Black Non-Hispanic,2013,Babies with low birth weight
Somerset,8.2,Black Non-Hispanic,2013,Babies with low birth weight
Talbot,10.9,Black Non-Hispanic,2013,Babies with low birth weight
Washington,10.3,Black Non-Hispanic,2013,Babies with low birth weight
Wicomico,11.8,Black Non-Hispanic,2013,Babies with low birth weight
Worcester,6,Black Non-Hispanic,2013,Babies with low birth weight
State,6.7,Hispanic,2013,Babies with low birth weight
Allegany,,Hispanic,2013,Babies with low birth weight
Anne Arundel,7.4,Hispanic,2013,Babies with low birth weight
Baltimore City,7.8,Hispanic,2013,Babies with low birth weight
Baltimore County,6.1,Hispanic,2013,Babies with low birth weight
Calvert,11.1,Hispanic,2013,Babies with low birth weight
Caroline,,Hispanic,2013,Babies with low birth weight
Carroll,6.8,Hispanic,2013,Babies with low birth weight
Cecil,13.2,Hispanic,2013,Babies with low birth weight
Charles,3.9,Hispanic,2013,Babies with low birth weight
Dorchester,,Hispanic,2013,Babies with low birth weight
Frederick,7.5,Hispanic,2013,Babies with low birth weight
Garrett,,Hispanic,2013,Babies with low birth weight
Harford,5,Hispanic,2013,Babies with low birth weight
Howard,9.2,Hispanic,2013,Babies with low birth weight
Kent,,Hispanic,2013,Babies with low birth weight
Montgomery,6.3,Hispanic,2013,Babies with low birth weight
Prince George's,6.7,Hispanic,2013,Babies with low birth weight
Queen Anne's,,Hispanic,2013,Babies with low birth weight
Saint Mary's,10.6,Hispanic,2013,Babies with low birth weight
Somerset,,Hispanic,2013,Babies with low birth weight
Talbot,12.9,Hispanic,2013,Babies with low birth weight
Washington,7.4,Hispanic,2013,Babies with low birth weight
Wicomico,,Hispanic,2013,Babies with low birth weight
Worcester,,Hispanic,2013,Babies with low birth weight
State,6.6,White Non-Hispanic,2013,Babies with low birth weight
Allegany,10.2,White Non-Hispanic,2013,Babies with low birth weight
Anne Arundel,6.1,White Non-Hispanic,2013,Babies with low birth weight
Baltimore City,7.2,White Non-Hispanic,2013,Babies with low birth weight
Baltimore County,6.7,White Non-Hispanic,2013,Babies with low birth weight
Calvert,7.1,White Non-Hispanic,2013,Babies with low birth weight
Caroline,7,White Non-Hispanic,2013,Babies with low birth weight
Carroll,7.1,White Non-Hispanic,2013,Babies with low birth weight
Cecil,6.2,White Non-Hispanic,2013,Babies with low birth weight
Charles,6,White Non-Hispanic,2013,Babies with low birth weight
Dorchester,6.7,White Non-Hispanic,2013,Babies with low birth weight
Frederick,6.5,White Non-Hispanic,2013,Babies with low birth weight
Garrett,7.5,White Non-Hispanic,2013,Babies with low birth weight
Harford,5.9,White Non-Hispanic,2013,Babies with low birth weight
Howard,6.4,White Non-Hispanic,2013,Babies with low birth weight
Kent,5.8,White Non-Hispanic,2013,Babies with low birth weight
Montgomery,6.6,White Non-Hispanic,2013,Babies with low birth weight
Prince George's,7.7,White Non-Hispanic,2013,Babies with low birth weight
Queen Anne's,6.3,White Non-Hispanic,2013,Babies with low birth weight
Saint Mary's,5.2,White Non-Hispanic,2013,Babies with low birth weight
Somerset,,White Non-Hispanic,2013,Babies with low birth weight
Talbot,6.7,White Non-Hispanic,2013,Babies with low birth weight
Washington,5.9,White Non-Hispanic,2013,Babies with low birth weight
Wicomico,6.7,White Non-Hispanic,2013,Babies with low birth weight
Worcester,5,White Non-Hispanic,2013,Babies with low birth weight
State,8.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Allegany,7.6,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Anne Arundel,7.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Baltimore City,11.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Baltimore County,9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Calvert,6.9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Caroline,10.1,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Carroll,6.2,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Cecil,7.7,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Charles,10.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Dorchester,8.9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Frederick,8.2,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Garrett,8.4,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Harford,6.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Howard,8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Kent,16.9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Montgomery,7.4,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Prince George's,10,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Queen Anne's,7.4,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Saint Mary's,7.2,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Somerset,7.6,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Talbot,6.9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Washington,8.8,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Wicomico,8.9,All races/ ethnicities (aggregated),2012,Babies with low birth weight
Worcester,5.3,All races/ ethnicities (aggregated),2012,Babies with low birth weight
State,12.6,Black Non-Hispanic,2012,Babies with low birth weight
Allegany,,Black Non-Hispanic,2012,Babies with low birth weight
Anne Arundel,12.1,Black Non-Hispanic,2012,Babies with low birth weight
Baltimore City,14.7,Black Non-Hispanic,2012,Babies with low birth weight
Baltimore County,12.2,Black Non-Hispanic,2012,Babies with low birth weight
Calvert,8.8,Black Non-Hispanic,2012,Babies with low birth weight
Caroline,15.4,Black Non-Hispanic,2012,Babies with low birth weight
Carroll,20.4,Black Non-Hispanic,2012,Babies with low birth weight
Cecil,7.6,Black Non-Hispanic,2012,Babies with low birth weight
Charles,14.3,Black Non-Hispanic,2012,Babies with low birth weight
Dorchester,12.2,Black Non-Hispanic,2012,Babies with low birth weight
Frederick,10.2,Black Non-Hispanic,2012,Babies with low birth weight
Garrett,,Black Non-Hispanic,2012,Babies with low birth weight
Harford,13.1,Black Non-Hispanic,2012,Babies with low birth weight
Howard,11.7,Black Non-Hispanic,2012,Babies with low birth weight
Kent,14.7,Black Non-Hispanic,2012,Babies with low birth weight
Montgomery,10.3,Black Non-Hispanic,2012,Babies with low birth weight
Prince George's,11.9,Black Non-Hispanic,2012,Babies with low birth weight
Queen Anne's,,Black Non-Hispanic,2012,Babies with low birth weight
Saint Mary's,10.6,Black Non-Hispanic,2012,Babies with low birth weight
Somerset,12.3,Black Non-Hispanic,2012,Babies with low birth weight
Talbot,10.4,Black Non-Hispanic,2012,Babies with low birth weight
Washington,11.6,Black Non-Hispanic,2012,Babies with low birth weight
Wicomico,15.3,Black Non-Hispanic,2012,Babies with low birth weight
Worcester,8.9,Black Non-Hispanic,2012,Babies with low birth weight
State,7,Hispanic,2012,Babies with low birth weight
Allegany,,Hispanic,2012,Babies with low birth weight
Anne Arundel,7.9,Hispanic,2012,Babies with low birth weight
Baltimore City,4.5,Hispanic,2012,Babies with low birth weight
Baltimore County,7.5,Hispanic,2012,Babies with low birth weight
Calvert,,Hispanic,2012,Babies with low birth weight
Caroline,8.5,Hispanic,2012,Babies with low birth weight
Carroll,8.3,Hispanic,2012,Babies with low birth weight
Cecil,15,Hispanic,2012,Babies with low birth weight
Charles,7.4,Hispanic,2012,Babies with low birth weight
Dorchester,,Hispanic,2012,Babies with low birth weight
Frederick,7.1,Hispanic,2012,Babies with low birth weight
Garrett,,Hispanic,2012,Babies with low birth weight
Harford,10,Hispanic,2012,Babies with low birth weight
Howard,4.9,Hispanic,2012,Babies with low birth weight
Kent,,Hispanic,2012,Babies with low birth weight
Montgomery,7.3,Hispanic,2012,Babies with low birth weight
Prince George's,7.1,Hispanic,2012,Babies with low birth weight
Queen Anne's,,Hispanic,2012,Babies with low birth weight
Saint Mary's,,Hispanic,2012,Babies with low birth weight
Somerset,,Hispanic,2012,Babies with low birth weight
Talbot,,Hispanic,2012,Babies with low birth weight
Washington,6.4,Hispanic,2012,Babies with low birth weight
Wicomico,,Hispanic,2012,Babies with low birth weight
Worcester,,Hispanic,2012,Babies with low birth weight
State,6.8,White Non-Hispanic,2012,Babies with low birth weight
Allegany,7.3,White Non-Hispanic,2012,Babies with low birth weight
Anne Arundel,6.5,White Non-Hispanic,2012,Babies with low birth weight
Baltimore City,6.8,White Non-Hispanic,2012,Babies with low birth weight
Baltimore County,7.3,White Non-Hispanic,2012,Babies with low birth weight
Calvert,7,White Non-Hispanic,2012,Babies with low birth weight
Caroline,9.4,White Non-Hispanic,2012,Babies with low birth weight
Carroll,5.6,White Non-Hispanic,2012,Babies with low birth weight
Cecil,7.5,White Non-Hispanic,2012,Babies with low birth weight
Charles,7.1,White Non-Hispanic,2012,Babies with low birth weight
Dorchester,7.1,White Non-Hispanic,2012,Babies with low birth weight
Frederick,7.9,White Non-Hispanic,2012,Babies with low birth weight
Garrett,8.5,White Non-Hispanic,2012,Babies with low birth weight
Harford,5.5,White Non-Hispanic,2012,Babies with low birth weight
Howard,6.9,White Non-Hispanic,2012,Babies with low birth weight
Kent,18.3,White Non-Hispanic,2012,Babies with low birth weight
Montgomery,5.9,White Non-Hispanic,2012,Babies with low birth weight
Prince George's,6,White Non-Hispanic,2012,Babies with low birth weight
Queen Anne's,7.4,White Non-Hispanic,2012,Babies with low birth weight
Saint Mary's,6.6,White Non-Hispanic,2012,Babies with low birth weight
Somerset,4.1,White Non-Hispanic,2012,Babies with low birth weight
Talbot,7.7,White Non-Hispanic,2012,Babies with low birth weight
Washington,8.6,White Non-Hispanic,2012,Babies with low birth weight
Wicomico,5.7,White Non-Hispanic,2012,Babies with low birth weight
Worcester,4.6,White Non-Hispanic,2012,Babies with low birth weight
State,8.9,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Allegany,8.9,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Anne Arundel,8.1,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Baltimore City,11.6,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Baltimore County,9.1,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Calvert,6.8,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Caroline,8.4,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Carroll,5.8,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Cecil,8.7,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Charles,10,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Dorchester,11.2,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Frederick,7.5,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Garrett,6,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Harford,7.3,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Howard,8.3,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Kent,9.2,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Montgomery,7.7,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Prince George's,10,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Queen Anne's,8.9,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Saint Mary's,5.6,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Somerset,10.1,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Talbot,8.3,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Washington,7.7,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Wicomico,9,All races/ ethnicities (aggregated),2011,Babies with low birth weight
Worcester,9.1,All races/ ethnicities (aggregated),2011,Babies with low birth weight
State,12.6,Black Non-Hispanic,2011,Babies with low birth weight
Allegany,,Black Non-Hispanic,2011,Babies with low birth weight
Anne Arundel,13.5,Black Non-Hispanic,2011,Babies with low birth weight
Baltimore City,14,Black Non-Hispanic,2011,Babies with low birth weight
Baltimore County,13.1,Black Non-Hispanic,2011,Babies with low birth weight
Calvert,12.2,Black Non-Hispanic,2011,Babies with low birth weight
Caroline,7.8,Black Non-Hispanic,2011,Babies with low birth weight
Carroll,,Black Non-Hispanic,2011,Babies with low birth weight
Cecil,15,Black Non-Hispanic,2011,Babies with low birth weight
Charles,13.5,Black Non-Hispanic,2011,Babies with low birth weight
Dorchester,16.3,Black Non-Hispanic,2011,Babies with low birth weight
Frederick,13.4,Black Non-Hispanic,2011,Babies with low birth weight
Garrett,,Black Non-Hispanic,2011,Babies with low birth weight
Harford,11.6,Black Non-Hispanic,2011,Babies with low birth weight
Howard,14.3,Black Non-Hispanic,2011,Babies with low birth weight
Kent,21.1,Black Non-Hispanic,2011,Babies with low birth weight
Montgomery,10.5,Black Non-Hispanic,2011,Babies with low birth weight
Prince George's,11.5,Black Non-Hispanic,2011,Babies with low birth weight
Queen Anne's,17.5,Black Non-Hispanic,2011,Babies with low birth weight
Saint Mary's,8.7,Black Non-Hispanic,2011,Babies with low birth weight
Somerset,16.5,Black Non-Hispanic,2011,Babies with low birth weight
Talbot,19.4,Black Non-Hispanic,2011,Babies with low birth weight
Washington,11.8,Black Non-Hispanic,2011,Babies with low birth weight
Wicomico,13.4,Black Non-Hispanic,2011,Babies with low birth weight
Worcester,13.4,Black Non-Hispanic,2011,Babies with low birth weight
State,7.2,Hispanic,2011,Babies with low birth weight
Allegany,,Hispanic,2011,Babies with low birth weight
Anne Arundel,7.9,Hispanic,2011,Babies with low birth weight
Baltimore City,8.2,Hispanic,2011,Babies with low birth weight
Baltimore County,5.7,Hispanic,2011,Babies with low birth weight
Calvert,,Hispanic,2011,Babies with low birth weight
Caroline,,Hispanic,2011,Babies with low birth weight
Carroll,,Hispanic,2011,Babies with low birth weight
Cecil,,Hispanic,2011,Babies with low birth weight
Charles,9.5,Hispanic,2011,Babies with low birth weight
Dorchester,,Hispanic,2011,Babies with low birth weight
Frederick,7,Hispanic,2011,Babies with low birth weight
Garrett,,Hispanic,2011,Babies with low birth weight
Harford,9,Hispanic,2011,Babies with low birth weight
Howard,6,Hispanic,2011,Babies with low birth weight
Kent,,Hispanic,2011,Babies with low birth weight
Montgomery,7.6,Hispanic,2011,Babies with low birth weight
Prince George's,7.4,Hispanic,2011,Babies with low birth weight
Queen Anne's,,Hispanic,2011,Babies with low birth weight
Saint Mary's,7.9,Hispanic,2011,Babies with low birth weight
Somerset,,Hispanic,2011,Babies with low birth weight
Talbot,,Hispanic,2011,Babies with low birth weight
Washington,6,Hispanic,2011,Babies with low birth weight
Wicomico,,Hispanic,2011,Babies with low birth weight
Worcester,,Hispanic,2011,Babies with low birth weight
State,6.7,White Non-Hispanic,2011,Babies with low birth weight
Allegany,9,White Non-Hispanic,2011,Babies with low birth weight
Anne Arundel,6.7,White Non-Hispanic,2011,Babies with low birth weight
Baltimore City,6.9,White Non-Hispanic,2011,Babies with low birth weight
Baltimore County,7.1,White Non-Hispanic,2011,Babies with low birth weight
Calvert,6.2,White Non-Hispanic,2011,Babies with low birth weight
Caroline,9.7,White Non-Hispanic,2011,Babies with low birth weight
Carroll,5.9,White Non-Hispanic,2011,Babies with low birth weight
Cecil,8,White Non-Hispanic,2011,Babies with low birth weight
Charles,6.4,White Non-Hispanic,2011,Babies with low birth weight
Dorchester,8.7,White Non-Hispanic,2011,Babies with low birth weight
Frederick,6.5,White Non-Hispanic,2011,Babies with low birth weight
Garrett,6,White Non-Hispanic,2011,Babies with low birth weight
Harford,6.2,White Non-Hispanic,2011,Babies with low birth weight
Howard,6.7,White Non-Hispanic,2011,Babies with low birth weight
Kent,6.2,White Non-Hispanic,2011,Babies with low birth weight
Montgomery,6,White Non-Hispanic,2011,Babies with low birth weight
Prince George's,7.5,White Non-Hispanic,2011,Babies with low birth weight
Queen Anne's,8.6,White Non-Hispanic,2011,Babies with low birth weight
Saint Mary's,4.6,White Non-Hispanic,2011,Babies with low birth weight
Somerset,,White Non-Hispanic,2011,Babies with low birth weight
Talbot,5.7,White Non-Hispanic,2011,Babies with low birth weight
Washington,7.5,White Non-Hispanic,2011,Babies with low birth weight
Wicomico,7.7,White Non-Hispanic,2011,Babies with low birth weight
Worcester,9,White Non-Hispanic,2011,Babies with low birth weight
State,8.8,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Allegany,10.3,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Anne Arundel,8.2,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Baltimore City,11.7,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Baltimore County,8.4,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Calvert,6,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Caroline,8.6,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Carroll,5.8,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Cecil,7.8,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Charles,9.8,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Dorchester,11.3,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Frederick,8.5,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Garrett,7.9,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Harford,7.6,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Howard,7.7,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Kent,10.8,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Montgomery,7.7,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Prince George's,10.2,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Queen Anne's,10.5,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Saint Mary's,4.9,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Somerset,7.4,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Talbot,6.7,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Washington,9.1,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Wicomico,8.2,All races/ ethnicities (aggregated),2010,Babies with low birth weight
Worcester,5.3,All races/ ethnicities (aggregated),2010,Babies with low birth weight
State,12.1,Black Non-Hispanic,2010,Babies with low birth weight
Allegany,,Black Non-Hispanic,2010,Babies with low birth weight
Anne Arundel,13.3,Black Non-Hispanic,2010,Babies with low birth weight
Baltimore City,14,Black Non-Hispanic,2010,Babies with low birth weight
Baltimore County,11.3,Black Non-Hispanic,2010,Babies with low birth weight
Calvert,7.6,Black Non-Hispanic,2010,Babies with low birth weight
Caroline,17.3,Black Non-Hispanic,2010,Babies with low birth weight
Carroll,,Black Non-Hispanic,2010,Babies with low birth weight
Cecil,10.4,Black Non-Hispanic,2010,Babies with low birth weight
Charles,12.4,Black Non-Hispanic,2010,Babies with low birth weight
Dorchester,15.3,Black Non-Hispanic,2010,Babies with low birth weight
Frederick,9.5,Black Non-Hispanic,2010,Babies with low birth weight
Garrett,,Black Non-Hispanic,2010,Babies with low birth weight
Harford,10.4,Black Non-Hispanic,2010,Babies with low birth weight
Howard,10.6,Black Non-Hispanic,2010,Babies with low birth weight
Kent,,Black Non-Hispanic,2010,Babies with low birth weight
Montgomery,9.6,Black Non-Hispanic,2010,Babies with low birth weight
Prince George's,11.9,Black Non-Hispanic,2010,Babies with low birth weight
Queen Anne's,27.9,Black Non-Hispanic,2010,Babies with low birth weight
Saint Mary's,8.3,Black Non-Hispanic,2010,Babies with low birth weight
Somerset,,Black Non-Hispanic,2010,Babies with low birth weight
Talbot,12.5,Black Non-Hispanic,2010,Babies with low birth weight
Washington,19.3,Black Non-Hispanic,2010,Babies with low birth weight
